Date,Value
1974-10-01,1.23
1974-11-01,1.67
1974-12-01,3.28
1975-01-01,2.03
1975-02-01,2.88
1975-03-01,5.07
1975-04-01,1.26
1975-05-01,4.35
1975-06-01,3.46
1975-07-01,4.84
1975-08-01,5.12
1975-09-01,5.84
1975-10-01,2.68
1975-11-01,2.09
1975-12-01,2.71
1976-01-01,2.19
1976-02-01,0.63
1976-03-01,1.25
1976-04-01,0.88
1976-05-01,2.79
1976-06-01,3.07
1976-07-01,2.73
1976-08-01,1.22
1976-09-01,4.86
1976-10-01,8.4
1976-11-01,1.21
1976-12-01,1.63
1977-01-01,0.69
1977-02-01,0.44
1977-03-01,1.87
1977-04-01,2.19
1977-05-01,0.64
1977-06-01,1.1
1977-07-01,1.51
1977-08-01,4.11
1977-09-01,2.14
1977-10-01,3.21
1977-11-01,4.91
1977-12-01,2.43
1978-01-01,5.13
1978-02-01,0.25
1978-03-01,3.43
1978-04-01,1.31
1978-05-01,4.2
1978-06-01,3.31
1978-07-01,6.66
1978-08-01,6.32
1978-09-01,1.03
1978-10-01,0.72
1978-11-01,2.54
1978-12-01,2.88
1979-01-01,4.86
1979-02-01,3.43
1979-03-01,2.4
1979-04-01,2.43
1979-05-01,4.23
1979-06-01,5.26
1979-07-01,2.69
1979-08-01,4.02
1979-09-01,6.74
1979-10-01,5.36
1979-11-01,3.57
1979-12-01,0.94
1980-01-01,2.88
1980-02-01,0.82
1980-03-01,3.25
1980-04-01,5.8
1980-05-01,2.85
1980-06-01,0.51
1980-07-01,4.29
1980-08-01,2.85
1980-09-01,1.83
1980-10-01,1.4
1980-11-01,2.69
1980-12-01,0.17
1981-01-01,0.29
1981-02-01,2.03
1981-03-01,0.41
1981-04-01,1.61
1981-05-01,4.33
1981-06-01,4.03
1981-07-01,5.47
1981-08-01,1.1
1981-09-01,2.7
1981-10-01,3.4
1981-11-01,0.72
1981-12-01,1.52
1982-01-01,1.81
1982-02-01,3.2
1982-03-01,3.09
1982-04-01,2.44
1982-05-01,2.07
1982-06-01,5.78
1982-07-01,6.16
1982-08-01,3.39
1982-09-01,1.25
1982-10-01,2.27
1982-11-01,3.41
1982-12-01,1.73
1983-01-01,1.81
1983-02-01,1.99
1983-03-01,2.6
1983-04-01,4.74
1983-05-01,4.3
1983-06-01,3.43
1983-07-01,0.83
1983-08-01,1.97
1983-09-01,1.92
1983-10-01,4.16
1983-11-01,3.03
1983-12-01,5.06
1984-01-01,1.27
1984-02-01,3.7
1984-03-01,4.03
1984-04-01,5.46
1984-05-01,1.72
1984-06-01,1.13
1984-07-01,5.48
1984-08-01,6.13
1984-09-01,1.48
1984-10-01,3.13
1984-11-01,3.34
1984-12-01,1.63
1985-01-01,1.61
1985-02-01,2.57
1985-03-01,1.04
1985-04-01,0.74
1985-05-01,5.81
1985-06-01,1.91
1985-07-01,4.26
1985-08-01,4.41
1985-09-01,0.05
1985-10-01,4.59
1985-11-01,8.59
1985-12-01,0.75
1986-01-01,0.62
1986-02-01,2.15
1986-03-01,1.48
1986-04-01,1.95
1986-05-01,2.59
1986-06-01,1.53
1986-07-01,2.16
1986-08-01,1.48
1986-09-01,2.29
1986-10-01,1.0
1986-11-01,4.33
1986-12-01,2.93
1987-01-01,2.92
1987-02-01,1.52
1987-03-01,1.79
1987-04-01,6.01
1987-05-01,2.76
1987-06-01,2.44
1987-07-01,1.44
1987-08-01,2.25
1987-09-01,9.71
1987-10-01,1.02
1987-11-01,2.78
1987-12-01,2.5
1988-01-01,1.96
1988-02-01,0.89
1988-03-01,0.89
1988-04-01,1.4
1988-05-01,5.1
1988-06-01,1.87
1988-07-01,2.58
1988-08-01,2.9
1988-09-01,3.31
1988-10-01,0.76
1988-11-01,3.39
1988-12-01,1.02
1989-01-01,1.48
1989-02-01,1.49
1989-03-01,2.44
1989-04-01,3.55
1989-05-01,5.67
1989-06-01,5.65
1989-07-01,5.79
1989-08-01,4.78
1989-09-01,2.71
1989-10-01,3.47
1989-11-01,1.79
1989-12-01,1.77
1990-01-01,1.86
1990-02-01,2.71
1990-03-01,1.87
1990-04-01,2.14
1990-05-01,4.44
1990-06-01,1.64
1990-07-01,3.0
1990-08-01,4.81
1990-09-01,2.55
1990-10-01,8.29
1990-11-01,1.1
1990-12-01,4.15
1991-01-01,3.31
1991-02-01,1.31
1991-03-01,4.87
1991-04-01,1.88
1991-05-01,2.05
1991-06-01,3.66
1991-07-01,7.02
1991-08-01,1.79
1991-09-01,0.76
1991-10-01,0.37
1991-11-01,1.42
1991-12-01,4.53
1992-01-01,1.72
1992-02-01,2.37
1992-03-01,3.3
1992-04-01,4.06
1992-05-01,3.63
1992-06-01,2.57
1992-07-01,4.03
1992-08-01,1.82
1992-09-01,4.13
1992-10-01,0.8
1992-11-01,3.94
1992-12-01,3.04
1993-01-01,2.59
1993-02-01,2.14
1993-03-01,5.67
1993-04-01,4.47
1993-05-01,2.47
1993-06-01,2.61
1993-07-01,2.03
1993-08-01,2.52
1993-09-01,4.2
1993-10-01,2.37
1993-11-01,3.45
1993-12-01,3.24
1994-01-01,3.13
1994-02-01,3.44
1994-03-01,6.04
